additional_info,Hotel_Address,City,hotel_facilities,Ratings,Attractions,Hotel_Name,property_type,state
Room Service Internet Access Restaurant,30-Gangaur ghat near bagour ki haveli lake pichola behaind jagdish temple,Udaipur,"Airport Transfer Available   Surcharge Babysitting  Child Care (surcharge) Banquet Facilities Barbecue Area Beauty Salon - on charge Business Center  Currency Exchange Disabled Friendly Facilities  Doctor on Call Dry Cleaning Games Zone Gift Shop  Internet Access - Surcharge Laundry Service Available Library Lobby Night Club Non Smoking Rooms Parking Facilities Available Pets Allowed Front Desk Multi Cuisine Restaurant  Locker Facility Secretarial Services Spa On Site - Chargeable Local Tour   Travel Desk Hookah Lounge Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Welcome Drinks Express Check-In   Check-Out Audio - Visual Equipment Computer Rental Wedding Services Facility Dance Performances (on demand) Catering Translation Services Multi Lingual Staff Exhibit Space Wake-up Call   Service Sauna Suitable For Children Coffee Shop   Cafe Smoking Rooms Access Via Exterior Corridors ATM   Banking Disabled Friendly Rooms Fax Machine Kitchen available (home cook food on request) Fire Place Available  Floor Butler Massage Services  Poolside Bar Discotheque  Safari Boating Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Smoking Area  Camel Ride Open Air Restaurant   Dining   Bike on Rent Veg   Non Veg Kitchens Separate  Horse Ride ( Chargeable )  Shopping Drop Facility (on fixed timings) In House Events  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Village Visit ( Chargeable ) Car Rental Express Laundry Kids Play Zone Oxygen Cylinder (on request) Water Dispenser Available Self Check - In Taxi Services Board Room City Shuttle Service Karaoke  Food Facility  Drivers Rest Room Newspapers In Lobby Yoga Hall   Classes Electronic Check-Out Postal   Parcel Services Family Room Room Service (24 Hours) Spa Services Nearby Parking (Surcharge)  Cook Services Party hall Air   Rail Booking STD   ISD Baggage Room Courier Service Ski Storage Guide   Sightseeing Service Internet   Fax (Reception area only) Adjoining Rooms RO Water Purification System Outdoor Parking - Secured Outdoor Parking - Non Secured",0,"Gangaur Ghat Marg,Delhi Darwaza,The Oberoi Udaivilas Hotel,Udaipur Bus Stand,Udaipur Railway Station,Jagdish Temple,Lake Palace,City Palace,Nagda,Bada Mahal,Fateh Sagar Lake",Devi Vilas,Guest House,Rajasthan
Room Service Internet Access,"B-78, Shivalik, Panch Sheel Geetangali Marg, near Malviya Nagar",Delhi,Doctor on Call Laundry Service Available Lobby Parking Facilities Available Front Desk Locker Facility Major Credit Cards Accepted 24 Hour Front Desk Air-Conditioning - Central Power Backup Gardens ATM   Banking Kitchen available (home cook food on request) Express Laundry Water Dispenser Available Taxi Services  Drivers Rest Room Newspapers In Lobby Room Service (24 Hours) Outdoor Parking - Secured Parking Facility Internet Access,0,"Saket,Metro Station Hauz Khas,Khirki Masjid,Qutab Golf Course,Delhi Airport",Excellency Corporate House,BnB,Delhi
,"Anand Nagar, Vakola Bridge, Nehru Road, Santacruz East, Mumbai - 400055,",Mumbai,,0,"Nehru Road,Chhatrapati Shivaji International Airport,Santacruz Station,Vile Parle Railway Station,Bandra Terminus,Khar Road Railway Station,Khar subway,University of Mumbai,Milan Subway",FAMOUS REST HOME,Hotel,Maharashtra
Room Service Internet Access Gym Spa Swimming Pool Restaurant,"Global Arcade, Mehrauli-Gurgaon Road,Gurgaon",Gurgaon,Swimming Pool Airport Transfer Available   Surcharge Banquet Facilities Bar   Lounge  Business Center  Concierge Currency Exchange Disabled Friendly Facilities  Doctor on Call Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Lobby Non Smoking Rooms Parking Facilities Available Front Desk Multi Cuisine Restaurant  Valet service 24 Hour Front Desk Luggage Storage Doorman Air-Conditioning - Central Express Check-In   Check-Out Catering Fitness Equipment Porter   Bellhop Coffee Shop   Cafe Conference Facility  Smoking Rooms ATM   Banking Fax Machine Massage Services  Board Room Newspapers In Lobby Family Room Room Service (24 Hours) STD   ISD Adjoining Rooms Outdoor Parking - Secured Parking Facility,4,"Ambience Mall,Railway Station,International Airport,Domestic Airport,Sheetala Devi Temple,Signature Tower,Sultanpur Bird Sanctuary,Qutub Minar,DLF Golf Course,Damdama Lake,Siemens building,Sohna Lake,Sahara Mall,Dlf Cyber City,Guru Dronacharya Metro Station,Sikandarpur Metro Station,Vipul Agora Mall,MG Road metro Station","Fortune Select Global, Gurgaon",Hotel,Haryana
Room Service Internet Access,"Thampanoor,Trivandrum",Thiruvananthapuram,Doctor on Call Internet Access - Surcharge Lift   Elevator Parking Facilities Available Front Desk 24 Hour Front Desk Power Backup Food Facility Outdoor Parking - Secured Parking Facility Room Service,2,"Trivandrum International Airport,Aristo Junction,Thiruvananthapuram Central Railway Station,Sree Padmanabhaswamy temple,Napier Museum,Thiruvananthapuram Zoo",Dreamz Hotel,Hotel,Kerala
Internet Access Restaurant Free Internet,"Ela Ecoland Nature Retreat,Vattiyar PO, Kallar, Munnar,Kerala, India  685611",Munnar,Barbecue Area Doctor on Call Internet Access - Surcharge Laundry Service Available Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Welcome Drinks Power Backup Gardens Safari Open Air Restaurant   Dining  Campfire   Bon Fire Newspapers In Lobby Internet   Fax (Reception area only) Outdoor Parking - Secured Parking Facility Internet Access Restaurant Porter Services Available Public Restrooms,3,"Spices Market,Mankulam Road",Ela Ecoland Nature Retreat,Resort,Kerala
,"No3, Gandhi-Irwin Road, Egmore",Chennai,Doctor on Call Parking Facilities Available Outdoor Parking - Secured Parking Facility Public Restrooms,3,"Nehru Stadium,Egmore,Chennai Central Railway Station,Chennai Park Railway Station,Chennai Fort Railway Station,Chepauk MRTS Station,Chennai Central Bus Stand,Chetpet Railway Station,Chennai Suburban Railway Station,Government Museum,Consulate Gen Fdr Repub Of German,Iceland Embassy,Consulate Of Dubai,Gemini Fly over,Consulate Of Canada,Consulate Of Finland,MA Chidambaram Stadium,Australian Consulate-General,Republic Of Indonesia,U.S. Consulate General, Chennai,Apollo Hospital,British Deputy High Commission,Consulate Of Belgium,Madras Medical College,MGR Memorial,Chennai Egmore Station,Egmore museum",Fortel,Hotel,Tamil Nadu
Room Service Internet Access,"above unique health mall, near diwan plaza,  wardha road,  lokmat square,  dhantoli,",Nagpur,Internet Access - Surcharge Front Desk Locker Facility Newspapers In Lobby Internet   Fax (Reception area only) Airport Transfer Free Outdoor Parking - Non Secured Room Service Public Restrooms,0,"Dr. Babasaheb Ambedkar International Airport,Ramdaspeth,Sitabuldi Fort,Nagpur Museum,Eternity Mall",Flexistays,Hotel,Maharashtra
Room Service Restaurant,Renigunta road,Tirupati,Business Center  Multi Cuisine Restaurant  Conference Facility  Vegetarian Food   Jain Food Available,4,"Railway Station,Sri Kapileswaraswami temple,Chittoor,Bus Stand,Chandragiri Fort,Sri Kalyana Venkateswaraswami Temple,Chennai,Domestic Airport,Shopping Centre,Kailasanatha Kona,Tirupati Bus Stand,Renigunta Road,Titupati Railway Station,Tirumala Tirupati Devasthanam,R S Shopping Mall",Fortune Kences Hotel (Opp APSRTC Bus Stand),Hotel,Andhra Pradesh
,"Finishing point road, alleppey",Alleppey,,0,"Finishing Point Road,Champakulam Church",Floating Days Houseboats,Houseboat,Kerala
Room Service Internet Access Restaurant,"South Canal Bank Road, Mandavelipakkam, Raja Annamalai Puram",Chennai,Doctor on Call Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Air-Conditioning - Central Power Backup Wake-up Call   Service Newspapers In Lobby Room Service (24 Hours) Outdoor Parking - Secured Parking Facility CCTV Security at All Hotel Entrances,3,"Valluvar Statue,Mylapore,Mundakakanni Amman Kovil Railway Station,Greenways Road MRTS Station,Aalayamman Bus Stop,Arulmigu Kapaleeswarar Temple,Russian Consulate,German Consulate General,Consulate Of Korean,Honorary Consulate of Ireland,Consulate Of Japan,Consulate General of Malaysia,Switzerland Consulate,Adyar Park,Consulate General of the Republic of Korea in Chennai,US Consulate,Vivekananda House,,Broken bridge",FabHotel Nachiappa RA Puram,Hotel,Tamil Nadu
Room Service Internet Access Free Internet,F-13/13 DLF Phase I,Gurgaon,"Airport Transfer Available   Surcharge Banquet Facilities Business Center  Currency Exchange Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Non Smoking Hotel Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Power Backup Wedding Services Facility Catering Wake-up Call   Service Separate Sitting Area Conference Facility  ATM   Banking Fax Machine Kitchen available (home cook food on request) Pick Up and Drop (Rly Station, Bus Stand, Temple) Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Taxi Services Board Room City Shuttle Service Food Facility Newspapers In Lobby Postal   Parcel Services Room Service (24 Hours)  Cook Services Party hall Air   Rail Booking STD   ISD Baggage Room Courier Service Guide   Sightseeing Service RO Water Purification System Outdoor Parking - Secured Parking Facility",0,"Sahara Mall,Amity International School,Dlf Cyber City",Ess Kay Ess Villa-Dlf Phase I,Guest House,Haryana
,"Ayarpatta Hills, Nainital, Uttarakhand, India",Nainital,Parking Facilities Available Gardens Parking Facility,3,"Ropeway Lower Station,Ayarpatta,China Peak",Emily Cottage by Traveller's Paradise,Cottage,Uttarakhand
Room Service Gym Spa Restaurant,"#15, Mysore Bangalore Road, Adjacent JSS Medical College, Bannimantap",Mysore,Beauty Salon - on charge Business Center  Health Club   Gym Facility Available Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Power Backup Coffee Shop   Cafe Conference Facility  Board Room Room Service (24 Hours) Spa Services Nearby Outdoor Parking - Secured Parking Facility,3,"Mysore Airport,Mysore Railway Station,Bannimantap",FabHotel Dawn Mysore,Hotel,Karnataka
Room Service Gym Spa Restaurant,"Chinnakanal, Munnar",Munnar,Health Club   Gym Facility Available Laundry Service Available Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Power Backup Gardens Discotheque  Parking Facility Room Service,4,Chinnakanal,Fort Munnar,Resort,Kerala
Room Service Internet Access Restaurant,"Divine Bliss Beach Resort ,Thiruvambadi Road,North cliff,Varkala",Varkala,"Airport Transfer Available   Surcharge Barbecue Area Currency Exchange Doctor on Call Dry Cleaning Gift Shop  Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Secretarial Services Valet service Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Express Check-In   Check-Out Gardens Multi Lingual Staff Wake-up Call   Service Separate Sitting Area Grocery Access Via Exterior Corridors Multi - Line Phone Fire Place Available  Picnic Area Massage Services  Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Veranda Open Air Restaurant   Dining   Bike on Rent Extra Person   Child - Share the same room Village Visit ( Chargeable ) Car Rental Express Laundry Kids Play Zone Taxi Services  Drivers Rest Room Newspapers In Lobby Family Room Room Service (24 Hours)  Cook Services STD   ISD Baggage Room Guide   Sightseeing Service RO Water Purification System Outdoor Parking - Secured Parking Facility Internet Access",3,"Janardanaswami Temple,Varkala Beach,Thiruvambadi Road",Divine Bliss Beach Resort,Resort,Kerala
Room Service,"Francis Homestay H. No. 1/1156,A and B, Rids Dale Branch Road, Njaliparambu,Fort Cochin",Ernakulam,Doctor on Call Laundry Service Available Power Backup Room Service,0,"Fort Kochi,Jewish Synagogue",Francis Homestay,Homestay,Kerala
Room Service,"Opp. Yogeswaran kaavu,Helipad Road,Kurakkanni",Varkala,Doctor on Call Front Desk Boating Car Rental Parking Facility Room Service Ayurvedic Facilities,2,"Janardanaswami Temple,Kurakkanni Cliff,Varkala Beach",Ela Inn Ayurveda,Hotel,Kerala
Room Service,"Four Seasons Lodge, Temple road, Talap, Near Mixed U.P. School",Kannur,Doctor on Call Lobby Front Desk Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Air-Conditioning - Central Power Backup Baggage Room Parking Facility Room Service,0,,Four Seasons Lodge,Lodge,Kerala
Restaurant Free Internet,1/283 Napier Street Fort Kochi,Cochin,Doctor on Call Laundry Service Available Multi Cuisine Restaurant  Major Credit Cards Accepted Air-Conditioning - Central Gardens Boating Car Rental Internet Access Free Guide   Sightseeing Service,3,Vasco De Gama Square,Fort Heritage,Hotel,Kerala
Free Internet,"Post Office Lane, Rajbagh",Srinagar,Dry Cleaning Laundry Service Available Parking Facilities Available Local Tour   Travel Desk Major Credit Cards Accepted Welcome Drinks Gardens Vegetarian Food   Jain Food Available Internet Access Free Newspapers In Lobby Outdoor Parking - Secured Speciality Restaurant,3,"Tourist Reception Centre,Srinagar Airport,Pir Haji Muhammed Ziarat,Kashmir Golf Club,Dastgir Sahib,Gandhi Memorial College,Zero Bridge",Four Seasons Resort,Hotel,Jammu and Kashmir
Room Service Restaurant Free Internet,"C-43, Sector-105,Noida(Noida Expressway)",NOIDA,Business Center  Laundry Service Available Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Power Backup Internet Access Free Room Service (24 Hours) Outdoor Parking - Secured Parking Facility,3,"Worlds of Wonder,Others",Exotica,Hotel,Uttar Pradesh
Room Service,"Discovery Village Bangalore Kanakpura Road, Vaderahalli, Distt Bangalore, Karnataka 560060",Bangalore,Non Smoking Rooms Parking Facilities Available Smoking Rooms Extra Person   Child - Share the same room Outdoor Parking - Secured Parking Facility Room Service,0,Others,Discovery Village,Resort,Karnataka
Room Service Swimming Pool Restaurant Free Internet,"P.O.Pokaran, 110 km from Jaisalmer",Jaisalmer,Swimming Pool Doctor on Call Laundry Service Available Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Conference Facility  Village Visit ( Chargeable )  Drivers Rest Room Parking Facility Room Service,4,"Jain temple,Desert Cultural Centre,Gadsisar Lake,Jaisalmer Airport,Pokhran,Jaisalmer Railway Station,Jaisalmer Fort,Indira Indoor Stadium,Dedansar Stadium,Patwon Ki Haveli,Folklore Museum,Nathmalji Ki Haveli,Salim Singh Ki Haveli",Fort Pokaran,Palace,Rajasthan
,"Elite Inn ,#582 KGA Avenue old airport road. Opposite to Diamond District Gate No :5,Koddihalli",Bangalore,Doctor on Call Parking Facilities Available Front Desk Luggage Storage Food Facility Public Restrooms,0,,Elite Inn-Koddihalli,Service Apartment,Karnataka
Room Service Internet Access Restaurant Free Internet,"Near Toran Dining Hall, Opp Sales India,Off Income Tax Office Ashram Road, Ahmedabad.",Ahmedabad,Doctor on Call Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility 24 Hour Front Desk Gardens Conference Facility  Car Rental City Shuttle Service Internet Access Free Room Service (24 Hours) Air   Rail Booking Guide   Sightseeing Service Outdoor Parking - Secured Parking Facility Room Service Full Time Operation for All 7 Days Public Restrooms Security at All Hotel Entrances Speciality Restaurant,2,,Dudawat Hotel,Hotel,Gujarat
Room Service Swimming Pool,"88, Rani Road, near rajeev gandhi park ,rani road , Udaipur",Udaipur,Swimming Pool Bar   Lounge  Doctor on Call Laundry Service Available Parking Facilities Available Locker Facility Non Smoking Hotel Table Tennis Local Tour   Travel Desk 24 Hour Front Desk Express Check-In   Check-Out Gardens Dance Performances (on demand) Conference Facility  Massage Services  Horse Ride ( Chargeable )  Board Room Yoga Hall   Classes Children's Park Room Service (24 Hours) Parking Facility,0,"Fateh Sagar Lake,Maharana Pratap Memorial ,Sukhadia Circle,Bhartiya Lok Kala Mandal,Bagore Ki Haveli,Fatehsagar Lake,The Oberoi Udaivilas Hotel,Jagdish Temple,Sajjangarh Wildlife Sanctuary,City Palace",Devendra Garh Palace ( Luxuary paying guest house),Guest House,Rajasthan
Room Service Restaurant Free Internet,"7-B Jacaranda Marg, DLF Phase II, Sector 25, Gurgaon, Haryana -122002",Gurgaon,Business Center  Laundry Service Available Lift   Elevator Front Desk Multi Cuisine Restaurant  Locker Facility Outdoor Parking - Secured Parking Facility Room Service Public Restrooms,0,"Dlf Phase I I,Sahara Mall,Guru Dronacharya Metro Station,Sikandarpur Metro Station,Vipul Agora Mall,Fluid Gym,Ambience Mall,MG Road metro Station",Enkay Residency JCM,Guest House,Haryana
